Date,Open,High,Low,Close,Adj Close,Volume
2017-06-16,377.980011,378.010010,370.100006,371.399994,371.399994,6731000
2017-06-19,375.000000,376.700012,367.799988,369.799988,369.799988,6549300
2017-06-20,376.670013,378.880005,369.730011,372.239990,372.239990,7438700
2017-06-21,374.350006,376.989990,368.019989,376.399994,376.399994,4923200
2017-06-22,377.989990,385.000000,373.570007,382.609985,382.609985,7529800
2017-06-23,382.450012,386.989990,379.350006,383.450012,383.450012,6445800
2017-06-26,386.690002,386.950012,373.100006,377.489990,377.489990,6604100
2017-06-27,376.399994,376.399994,362.019989,362.369995,362.369995,6996400
2017-06-28,366.679993,371.739990,362.519989,371.239990,371.239990,6302500
2017-06-29,370.609985,371.000000,354.100006,360.750000,360.750000,8221000
2017-06-30,363.709991,366.769989,359.619995,361.609985,361.609985,5848500
2017-07-03,370.239990,371.350006,351.500000,352.619995,352.619995,6305400
2017-07-05,347.200012,347.239990,326.329987,327.089996,327.089996,17046700
2017-07-06,317.260010,320.790009,306.299988,308.829987,308.829987,19324500
2017-07-07,313.500000,317.000000,307.380005,313.220001,313.220001,14176900
2017-07-10,312.899994,317.940002,303.130005,316.049988,316.049988,13820900
2017-07-11,316.000000,327.279999,314.299988,327.220001,327.220001,11559400
2017-07-12,330.399994,333.100006,324.500000,329.519989,329.519989,10346100
2017-07-13,330.109985,331.600006,319.970001,323.410004,323.410004,8594500
2017-07-14,323.190002,328.420013,321.220001,327.779999,327.779999,5625200
2017-07-17,325.540009,327.100006,313.450012,319.570007,319.570007,9876900
2017-07-18,317.500000,329.130005,315.660004,328.239990,328.239990,6373700
2017-07-19,328.230011,331.649994,323.220001,325.260010,325.260010,6357000
2017-07-20,326.899994,330.220001,324.200012,329.920013,329.920013,5166200
2017-07-21,329.459991,331.260010,325.799988,328.399994,328.399994,4901600
2017-07-24,330.239990,343.399994,330.010010,342.519989,342.519989,8637100
2017-07-25,345.000000,345.600006,334.149994,339.600006,339.600006,6989200
2017-07-26,340.359985,345.500000,338.119995,343.850006,343.850006,4820800
2017-07-27,346.000000,347.500000,326.290009,334.459991,334.459991,8302400
2017-07-28,336.890015,339.600006,332.510010,335.070007,335.070007,4880400
2017-07-31,335.500000,341.489990,321.040009,323.470001,323.470001,8535100
2017-08-01,323.000000,324.450012,316.130005,319.570007,319.570007,8303100
2017-08-02,318.940002,327.119995,311.220001,325.890015,325.890015,13091500
2017-08-03,345.329987,350.000000,343.149994,347.089996,347.089996,13535000
2017-08-04,347.000000,357.269989,343.299988,356.910004,356.910004,9268900
2017-08-07,357.350006,359.480011,352.750000,355.170013,355.170013,6324500
2017-08-08,357.529999,368.579987,357.399994,365.220001,365.220001,7449800
2017-08-09,361.000000,370.000000,358.950012,363.529999,363.529999,6892100
2017-08-10,361.600006,366.649994,354.660004,355.399994,355.399994,7092900
2017-08-11,356.970001,361.260010,353.619995,357.869995,357.869995,4365800
2017-08-14,364.630005,367.660004,362.600006,363.799988,363.799988,4502700
2017-08-15,365.200012,365.489990,359.369995,362.329987,362.329987,3085100
2017-08-16,363.000000,366.500000,362.519989,362.910004,362.910004,3413800
2017-08-17,361.209991,363.299988,351.589996,351.920013,351.920013,5027700
2017-08-18,352.910004,354.000000,345.799988,347.459991,347.459991,5408200
2017-08-21,345.820007,345.820007,331.850006,337.859985,337.859985,6495400
2017-08-22,341.130005,342.239990,337.369995,341.350006,341.350006,4322000
2017-08-23,338.989990,353.489990,338.299988,352.769989,352.769989,4954500
2017-08-24,352.519989,356.660004,349.739990,352.929993,352.929993,4584700
2017-08-25,354.239990,355.690002,347.299988,348.049988,348.049988,3484000
2017-08-28,347.279999,347.350006,339.720001,345.660004,345.660004,3764000
2017-08-29,339.480011,349.049988,338.750000,347.359985,347.359985,4073700
2017-08-30,349.670013,353.470001,347.000000,353.179993,353.179993,3412900
2017-08-31,353.549988,358.440002,352.820007,355.899994,355.899994,4072800
2017-09-01,356.119995,357.589996,353.690002,355.399994,355.399994,3049500
2017-09-05,353.799988,355.489990,345.890015,349.589996,349.589996,3835100
2017-09-06,349.500000,350.980011,341.559998,344.529999,344.529999,4091400
2017-09-07,345.980011,352.480011,343.450012,350.609985,350.609985,4239200
2017-09-08,348.989990,349.779999,342.299988,343.399994,343.399994,3263500
2017-09-11,351.350006,363.709991,350.000000,363.690002,363.690002,7667100
2017-09-12,364.489990,368.760010,360.399994,362.750000,362.750000,5972900
2017-09-13,363.820007,368.070007,359.589996,366.230011,366.230011,4185200
2017-09-14,364.329987,377.959991,362.630005,377.640015,377.640015,7202500
2017-09-15,374.510010,380.000000,372.700012,379.809998,379.809998,5420500
2017-09-18,380.250000,389.609985,377.679993,385.000000,385.000000,7188000
2017-09-19,380.000000,382.390015,373.570007,375.100006,375.100006,6451900
2017-09-20,373.000000,378.250000,371.070007,373.910004,373.910004,4919100
2017-09-21,374.899994,376.829987,364.510010,366.480011,366.480011,4618200
2017-09-22,366.489990,369.899994,350.880005,351.089996,351.089996,8159400
2017-09-25,353.149994,357.470001,342.880005,344.989990,344.989990,7605900
2017-09-26,350.929993,351.239990,340.899994,345.250000,345.250000,7156300
2017-09-27,349.899994,351.489990,340.500000,340.970001,340.970001,6060300
2017-09-28,339.880005,342.750000,335.399994,339.600006,339.600006,5319600
2017-09-29,341.859985,344.679993,338.600006,341.100006,341.100006,5107100
2017-10-02,342.519989,343.700012,335.510010,341.529999,341.529999,5286800
2017-10-03,335.899994,348.549988,331.279999,348.140015,348.140015,10153600
2017-10-04,351.250000,358.619995,349.600006,355.010010,355.010010,8163500
2017-10-05,356.000000,357.440002,351.350006,355.329987,355.329987,4171700
2017-10-06,353.100006,360.100006,352.250000,356.880005,356.880005,4297500
2017-10-09,349.649994,351.750000,342.670013,342.940002,342.940002,7493700
2017-10-10,346.799988,355.630005,345.529999,355.589996,355.589996,6978500
2017-10-11,353.890015,357.600006,351.149994,354.600006,354.600006,4500800
2017-10-12,352.950012,359.779999,352.640015,355.679993,355.679993,4087000
2017-10-13,356.980011,358.489990,353.679993,355.570007,355.570007,3540500
2017-10-16,353.760010,354.480011,347.160004,350.600006,350.600006,5375500
2017-10-17,350.910004,356.220001,350.070007,355.750000,355.750000,3293300
2017-10-18,355.970001,363.000000,354.130005,359.649994,359.649994,4939100
2017-10-19,355.559998,357.149994,348.200012,351.809998,351.809998,5061800
2017-10-20,352.690002,354.549988,344.339996,345.100006,345.100006,4930400
2017-10-23,349.880005,349.950012,336.250000,337.019989,337.019989,5747300
2017-10-24,338.799988,342.799988,336.160004,337.339996,337.339996,4491700
2017-10-25,336.700012,337.500000,323.559998,325.839996,325.839996,8594100
2017-10-26,327.779999,330.230011,323.200012,326.170013,326.170013,5023500
2017-10-27,319.750000,324.589996,316.660004,320.869995,320.869995,6979700
2017-10-30,319.179993,323.779999,317.250000,320.079987,320.079987,4254400
2017-10-31,320.230011,331.950012,320.179993,331.529999,331.529999,5672300
2017-11-01,332.250000,332.609985,320.260010,321.079987,321.079987,8457300
2017-11-02,300.130005,308.690002,292.630005,299.260010,299.260010,19791400
2017-11-03,299.500000,306.250000,295.130005,306.089996,306.089996,8894000
2017-11-06,307.000000,307.500000,299.010010,302.779999,302.779999,6486000
2017-11-07,301.019989,306.500000,300.029999,306.049988,306.049988,5294300
2017-11-08,305.500000,306.890015,301.299988,304.390015,304.390015,4725300
2017-11-09,302.500000,304.459991,296.299988,302.989990,302.989990,5447100
2017-11-10,302.500000,308.359985,301.850006,302.989990,302.989990,4625400
2017-11-13,300.130005,316.799988,299.109985,315.399994,315.399994,7584900
2017-11-14,315.000000,316.350006,306.899994,308.700012,308.700012,5676100
2017-11-15,306.010010,312.489990,301.500000,311.299988,311.299988,5978700
2017-11-16,313.989990,318.140015,311.299988,312.500000,312.500000,5822100
